Geneid	Chr	Start	End	Strand	Length	SRR11247594	SRR11247595	SRR11247596	SRR11247597	SRR11247598	SRR9592126	SRR9592127	SRR9592128	SRR9592129	SRR9592130	SRR9592131	SRR9592132	SRR9592133	SRR9592134	SRR9592135	SRR9592136	SRR9592137	SRR9592138	SRR9592139	SRR9592140	SRR9592141	SRR9592142	SRR9592143	SRR9592144	SRR9592145	SRR9592146	SRR9592147	SRR9592148	SRR9592149	SRR9592150	SRR9592151	SRR9592152	SRR9592153	SRR9592154	SRR9592155	SRR9592156	SRR9592157	SRR9592158	SRR9592159	SRR9592160	SRR9592161	SRR9592162	SRR9592163	SRR9592164	SRR9592165	SRR9974581	SRR9974582	SRR9974583	SRR9974584	SRR9974585	SRR9974586	SRR9974587	SRR9974588	SRR9974589	SRR9974590
gene:PF3D7_0828800	8	1237285	1239501	-	2217	13663	9614	2425	5285	2796	7497	4732	60	132	1827	1803	4251	4932	132	67	478	376	3136	1669	322	171	255	692	3686	172	138	5215	71	44	5783	90	45	8708	15128	125	139	2953	2126	2250	5301	87	110	2100	4848	6508	3254	263	62	3357	64	37	9	68	33	1355
gene:PF3D7_0828900	8	1241966	1242895	-	930	1111	747	282	550	313	888	565	46	41	4210	2300	432	505	85	81	2585	2309	354	329	78	54	2251	2289	429	75	1884	928	34	1107	993	34	1404	687	1252	30	42	7498	5535	521	1228	54	90	3107	414	759	343	109	741	651	29	867	1	26	1078	2135
gene:PF3D7_0829000	8	1245211	1251078	+	5868	1092	797	922	1990	715	2258	796	1449	1462	2847	2217	1446	1644	2506	1815	4021	3569	1569	1758	2540	2090	4823	3133	2003	1592	5890	1730	2554	3425	2043	3292	4146	476	848	1382	1516	6958	5109	696	1807	1731	2744	3837	1526	1950	1766	2342	2294	1125	1979	2533	3	2184	3172	2505
gene:PF3D7_0829100	8	1252349	1253796	+	1448	1710	1236	1642	3341	992	3191	1383	1583	1322	969	824	2644	2911	2674	1988	1435	1212	2159	3309	2609	2074	2164	1335	2682	1671	2376	1802	2264	1424	1760	2177	1667	588	979	1251	1213	2339	1618	987	2291	1280	2170	1312	2411	2218	2347	2301	1034	1178	1745	1097	5	1496	1440	896
gene:PF3D7_0829200	8	1254558	1255376	+	819	82	41	129	241	44	212	129	1959	1840	418	278	65	81	1648	1223	637	592	289	290	2256	2866	921	629	364	1177	1497	157	3200	766	151	3514	912	54	94	1554	1689	1013	719	85	205	1717	2873	594	133	301	313	1627	646	106	2508	593	0	2348	716	361
gene:PF3D7_0829300	8	1256555	1257133	+	579	490	330	503	1134	394	1760	539	1671	1717	1640	1230	869	957	2065	1508	2217	2000	831	1162	2039	2412	2499	1822	1057	1268	3085	950	2682	2425	935	2766	2708	317	535	1646	1732	4723	3403	467	958	1882	3008	1874	725	771	867	1733	1195	581	2040	1828	2	1768	2228	1266
gene:PF3D7_0829400	8	1257716	1259041	-	1326	448	326	207	382	205	483	464	151	74	4254	2953	154	209	53	29	2781	2487	405	258	190	171	3608	3251	557	146	3804	734	101	2457	923	129	2779	432	756	137	115	8738	6578	547	1178	210	349	4215	310	813	480	195	1463	472	116	1762	2	85	2279	2896
gene:PF3D7_0829500	8	1260048	1266698	-	6651	84	56	63	163	61	99	74	8	33	335	338	114	115	13	28	873	823	46	28	58	55	122	180	52	33	154	138	14	180	194	9	292	41	60	20	20	1120	841	131	322	13	35	368	44	234	41	56	66	74	4	124	1	7	256	228
gene:PF3D7_0829600	8	1269135	1269647	+	513	26	19	57	91	21	69	39	13	14	163	140	37	41	12	11	302	282	63	59	27	24	109	110	73	14	145	53	0	139	80	5	186	24	32	7	5	315	239	100	281	19	24	162	39	157	70	24	54	32	2	100	0	0	161	111
gene:PF3D7_0830300	8	1290240	1291406	-	1167	93	65	49	141	34	251	83	101	43	23	19	119	118	119	81	25	20	216	555	100	69	58	35	107	55	68	292	109	41	450	138	51	65	75	43	52	85	47	102	301	83	144	44	302	407	93	73	27	226	78	25	0	90	30	22
gene:PF3D7_0830400	8	1294022	1294722	+	701	7119	4845	5319	10439	4551	17153	9855	5587	7550	4144	3153	11751	12901	9771	7105	4147	3668	9636	20486	9652	8658	6385	4556	13017	6031	8749	10044	11082	6114	9636	12009	6698	5541	9639	6268	6583	13658	9744	5605	12576	5851	9723	4714	14149	14059	11247	8871	3431	6625	8592	4623	25	7936	5181	3277
gene:PF3D7_0830500	8	1296134	1298328	-	2195	37340	25496	27806	56629	38895	83007	52079	705	3202	443	580	60319	69847	3920	2710	227	223	42394	58168	3451	2126	182	407	57905	2350	220	63846	710	123	61623	721	186	52568	90371	2620	2652	1356	1057	28909	71634	654	976	1052	81652	77675	49912	3314	84	41320	530	97	106	469	161	679
gene:PF3D7_0830600	8	1303323	1304813	+	1491	15258	10487	11217	22574	21214	32018	21923	777	2207	261	165	34451	38940	4444	3335	354	328	19977	33144	3210	2714	314	349	31019	2406	457	22923	951	195	26345	997	222	12673	21034	1695	1860	411	283	12750	29615	1158	1681	519	36947	37863	26716	3388	207	14705	614	128	64	709	214	361
gene:PF3D7_0830700	8	1307053	1307924	+	872	624	447	633	1260	380	1010	572	2433	2849	487	269	836	882	3790	2810	341	288	1037	1518	3110	3680	474	470	1238	1688	1199	819	4555	908	824	5082	1020	255	407	2725	2815	1031	784	469	1123	2389	3913	467	1266	1244	1070	2440	462	533	3496	654	2	3473	862	279
gene:PF3D7_0830800	8	1310637	1316955	+	6319	244	157	783	1688	233	887	300	733	1650	421	260	284	295	4143	3048	1113	927	1037	1320	4845	4259	943	897	1236	2852	1098	1491	2828	333	1467	3119	465	143	244	1634	1764	649	478	938	2122	2658	4324	1436	703	1583	1039	4267	453	965	2177	240	3	2025	373	998
gene:PF3D7_0830900	8	1317600	1318341	-	742	539	345	209	440	168	552	373	941	2370	553	530	187	184	4803	3517	326	254	303	324	6569	3960	351	350	337	3770	595	576	5141	440	616	5126	494	457	781	2332	2398	969	780	344	763	1091	1826	544	357	670	326	5501	234	413	3945	298	0	3323	410	407
gene:PF3D7_0831000	8	1321417	1322825	+	1409	109	75	154	352	82	328	62	559	1376	75	26	58	71	2059	1468	67	64	285	232	3341	1628	98	55	345	2144	159	115	2586	61	134	2976	87	17	49	1145	1295	90	77	90	198	445	773	94	240	278	259	3007	73	74	2027	42	0	1912	70	53
gene:PF3D7_0831100	8	1325144	1331187	+	6044	30	21	90	248	23	149	58	225	491	71	58	27	26	1688	1266	142	145	123	124	1232	1147	172	151	164	780	265	28	167	11	32	226	26	6	26	435	468	76	43	123	359	879	1543	176	32	144	131	1134	117	19	105	19	0	124	12	121
gene:PF3D7_0831200	8	1333288	1336299	+	3012	3554	2540	2990	6282	3358	6148	3548	485	601	2024	1761	7181	8035	1451	998	2871	2527	5247	7863	2392	1126	2928	2132	6693	1287	3165	4037	2291	1488	4482	2386	1772	1735	3018	616	626	6869	5141	2533	5670	610	1045	2843	8297	9174	5721	1807	1309	2581	1647	1081	6	1627	1402	1936
gene:PF3D7_0831300	8	1339659	1342306	+	2648	75	33	1008	1964	140	541	288	506	503	831	473	201	218	4329	3197	2723	2479	1265	986	1465	1735	2349	1787	1791	787	3085	633	832	1150	547	1122	1461	88	168	749	846	2064	1565	176	455	2217	3606	2561	348	1869	1551	1001	1309	367	617	869	0	723	1134	1844
gene:PF3D7_0831400	8	1344405	1345487	-	1083	26	13	66	134	10	23	17	745	1405	100	56	49	41	12987	9543	978	836	101	62	15957	27517	1343	1517	124	6693	3661	149	36664	1242	134	38179	1392	77	150	16872	17951	2060	1452	90	154	16461	26945	1042	81	102	93	9761	1585	92	28427	950	0	25504	1143	743
gene:PF3D7_0831500	8	1353456	1354669	+	1214	11142	7937	7436	14958	9007	18281	11043	3891	8301	772	585	20938	23487	11948	8419	1230	1127	13393	21673	17999	12429	1345	912	18338	10420	2343	13036	18490	987	14562	19267	1163	8907	15023	8139	8883	2344	1671	6640	15512	5084	8002	1193	20905	22021	15081	14780	950	8370	13636	703	25	12254	892	757
gene:PF3D7_0831600	8	1358314	1363618	+	5305	5311	3710	1192	2517	1327	3111	1813	67	87	27590	10050	1996	2241	109	92	14008	11693	2459	1378	262	85	8333	6304	2609	178	6180	3100	37	1492	3635	58	2015	2963	4959	92	94	23765	17158	1463	3596	73	159	16712	2594	4122	2407	264	2609	1953	27	1150	6	51	1599	11297
gene:PF3D7_0831700	8	1365467	1367506	-	2040	96183	66534	76543	153248	96025	316716	107635	38893	56259	8264	5710	114064	129550	202508	146157	11834	10497	142483	303502	49662	74303	18161	17056	185588	40002	35384	141210	59375	15197	144805	77568	16601	64219	108673	51398	55044	21500	15716	79780	192966	61359	102535	13174	169254	128107	158862	57492	14551	89392	46286	11236	279	51702	13184	9174
gene:PF3D7_0831800	8	1374236	1375299	-	1064	148623	99135	101681	196711	134683	176979	157433	9315	103603	1780	906	190446	215644	218136	156338	2814	2407	148567	277014	102469	102917	1592	2075	225334	84616	2874	155751	47009	682	123723	60524	779	130743	216871	56269	61455	2142	1572	118817	225608	9801	16747	1893	123699	100921	200322	127594	1239	105974	38365	545	302	41953	638	1302
gene:PF3D7_0832000	8	1383349	1384377	-	1029	7	5	24	31	0	20	12	27	35	1	1	21	21	1397	1045	216	226	33	118	996	695	42	27	19	1040	46	101	345	19	88	401	20	4	9	29	36	11	11	50	108	2705	4814	160	27	33	9	1485	18	88	286	26	0	280	20	93
gene:PF3D7_0832200.1	8	1392168	1393135	+	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_0832200.2	8	1392168	1393491	+	1324	2	0	7	27	0	5	1	41	129	5	4	13	24	218	183	17	33	23	36	1861	2531	83	50	29	981	144	32	2926	77	31	2971	85	6	25	1613	1703	191	142	18	38	675	1139	53	21	29	33	1497	50	21	2225	50	0	2002	60	47
gene:PF3D7_0832300	8	1397014	1397885	+	872	1	0	1	2	1	0	0	9	9	1	2	0	0	10	7	2	2	1	1	47	61	20	20	2	24	43	1	54	14	2	53	13	2	2	23	10	12	3	3	10	142	232	30	0	2	1	19	14	1	40	19	0	29	7	13
gene:PF3D7_0832400	8	1399560	1400583	-	1024	4	3	4	8	0	1	0	28	68	1	0	2	0	38	40	0	1	3	7	300	340	4	7	3	120	17	4	54	4	6	98	0	0	3	27	41	6	0	10	18	131	187	2	2	4	1	154	6	4	76	6	0	47	3	2
gene:PF3D7_0832500	8	1402567	1403711	-	1145	1	3	5	10	2	1	2	118	345	14	5	1	0	33	36	2	2	8	20	1339	1538	45	37	9	709	76	9	261	6	9	311	6	3	1	222	214	6	5	3	16	399	741	26	3	8	11	966	33	3	201	4	1	208	6	20
gene:PF3D7_0832600	8	1405835	1406999	-	1165	0	1	1	8	1	5	1	12	36	2	0	0	0	1	0	0	0	5	9	98	93	4	3	4	56	10	6	69	2	4	80	6	1	1	18	9	1	1	6	18	28	53	7	2	6	6	75	2	4	68	7	0	82	2	2
gene:PF3D7_0832800	8	1411058	1412141	+	1084	1	3	5	8	1	0	5	0	2	1	0	0	1	4	2	0	0	6	9	16	11	1	0	5	10	1	6	4	0	4	2	0	1	2	3	4	2	0	9	15	5	6	1	10	2	2	13	1	5	3	6	0	5	1	2
gene:PF3D7_0832900	8	1414283	1415293	+	1011	3	7	11	19	0	1	2	59	89	5	7	0	1	42	29	4	0	3	14	427	876	25	26	9	141	62	4	129	4	5	165	1	0	0	61	64	14	8	13	14	305	570	22	23	8	7	244	27	3	115	7	0	99	3	20
gene:PF3D7_0833000	8	1417438	1418625	+	1188	4	3	1	2	0	6	5	9	23	0	0	0	0	21	13	1	1	0	6	110	121	2	0	3	43	7	5	14	0	4	15	0	4	6	34	39	8	3	18	23	30	58	3	1	4	3	64	5	5	11	13	0	12	0	3
gene:PF3D7_0833100	8	1420818	1422077	-	1260	4	5	6	11	4	12	5	2	8	0	0	3	4	33	25	1	0	14	17	1	8	2	1	16	2	0	10	1	0	5	1	0	7	15	2	2	4	3	9	16	2	5	2	8	13	9	18	0	5	3	7	0	2	0	0
gene:PF3D7_0833200	8	1426884	1428135	+	1252	3	1	1	1	0	3	0	1	3	1	3	0	1	11	4	0	0	0	4	7	11	0	0	0	5	2	4	4	0	1	4	0	4	8	3	4	5	2	6	11	8	19	0	0	4	0	8	0	1	2	3	0	5	1	0
gene:PF3D7_0833400	8	1432696	1433932	+	1237	9	4	43	65	3	25	12	25	69	24	17	0	0	32	24	2	1	20	47	129	118	34	33	21	81	23	9	19	0	5	14	2	1	11	57	60	48	25	163	376	677	1155	961	11	20	25	89	17	8	8	3	0	9	1	607
gene:PF3D7_0833500	8	1435794	1443449	-	7656	256	182	2348	4584	105	795	582	568	1116	3424	2061	45	54	67	69	69	65	1081	1493	1135	2341	1299	1650	1359	633	1679	578	94	40	582	136	61	327	621	604	627	3867	2822	5512	12502	1651	2792	3421	2344	817	1127	928	673	379	90	61	2	73	43	2174
gene:PF3D7_0900100	9	20080	27885	+	7806	375	243	341	757	244	429	383	256	384	2029	1072	223	230	790	584	1294	1129	545	507	562	1080	696	1013	594	266	745	663	719	333	680	831	418	180	361	225	266	2021	1376	987	2216	559	1041	1822	407	1091	526	419	265	420	580	305	2	531	372	1135
gene:PF3D7_0900200	9	29797	31157	-	1361	83	76	106	215	62	237	102	81	79	25	30	271	342	233	172	17	22	172	257	131	95	35	26	186	155	35	199	78	10	184	102	19	54	92	46	64	99	58	96	290	56	75	54	175	194	168	180	11	156	45	15	0	54	19	32
gene:PF3D7_0900300	9	33553	34795	-	1243	8	5	11	15	0	5	8	1	9	3	1	0	2	12	10	2	2	14	26	23	24	0	1	15	6	3	15	4	2	9	4	1	0	2	5	8	4	7	17	33	10	9	1	8	5	14	9	1	11	2	5	0	3	1	1
gene:PF3D7_0900400	9	39554	40740	+	1187	233	167	88	168	67	114	85	68	114	25	29	109	129	83	59	17	12	94	177	306	448	19	18	75	127	25	65	29	3	44	38	7	56	94	61	75	66	51	127	336	89	175	55	98	176	62	179	6	39	33	8	0	26	11	30
gene:PF3D7_0900500	9	42909	44045	-	1137	623	449	185	380	155	257	227	9	17	114	111	171	202	40	26	83	72	142	77	57	66	14	50	152	26	22	117	4	9	62	6	10	182	337	12	16	138	108	223	517	42	74	145	268	368	144	48	11	79	3	9	0	8	5	100
gene:PF3D7_0900600	9	45902	47236	-	1335	13	8	11	20	1	8	6	4	0	0	0	20	18	30	32	0	1	34	20	28	18	6	3	26	24	2	6	3	0	13	3	1	1	2	5	5	6	3	40	106	22	30	7	13	15	16	36	1	6	2	9	0	3	0	6
gene:PF3D7_0900700	9	49612	50971	-	1360	0	0	1	0	1	5	1	3	9	1	3	0	2	39	24	2	0	5	5	8	6	1	0	1	7	3	2	1	0	3	3	0	2	1	3	1	2	2	1	16	7	5	3	1	5	4	12	2	3	1	8	0	2	1	1
gene:PF3D7_0900900	9	55074	56081	-	1008	2	3	1	1	0	0	0	7	8	1	1	0	0	18	3	0	0	0	1	12	28	1	0	0	3	0	1	14	0	2	17	1	0	0	4	16	3	0	1	12	27	34	1	0	2	0	6	0	1	5	8	0	16	0	3
gene:PF3D7_0901000	9	58162	59240	-	1079	2	1	0	3	0	3	0	0	1	0	0	2	0	3	5	0	0	4	1	7	2	0	0	0	2	0	3	4	1	2	0	0	1	1	3	2	1	0	4	16	1	2	1	1	3	0	5	2	4	3	8	0	0	0	0
gene:PF3D7_0901100	9	61342	62553	-	1212	2	0	0	0	0	0	0	2	1	1	0	0	0	6	5	0	1	0	0	8	3	0	0	0	1	1	1	4	1	0	3	0	0	1	0	1	3	0	1	3	3	2	1	1	2	0	1	0	3	3	5	0	2	0	0
gene:PF3D7_0901200	9	64216	64428	-	213	1	0	2	5	1	0	0	1	3	0	1	4	2	4	1	2	0	7	12	20	43	6	9	6	9	11	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	3	0	7	14	9	8	6	0	2	2	0	0	0	1
gene:PF3D7_0901300	9	67334	68625	+	1292	2	1	4	7	1	3	0	5	33	0	0	4	4	14	16	0	0	4	20	55	97	1	1	4	7	0	13	20	2	2	35	0	0	0	31	43	1	2	7	15	17	48	6	3	9	2	27	1	3	15	5	0	16	0	0
gene:PF3D7_0901400	9	70521	71738	+	1218	1	1	1	4	0	1	0	17	79	4	2	1	0	22	13	0	1	1	0	332	462	8	6	0	109	14	7	56	4	4	63	1	1	2	77	97	8	1	2	13	185	270	11	0	2	0	201	6	3	49	7	0	46	2	11
gene:PF3D7_0901500	9	74409	75746	+	1338	7	3	2	4	2	6	8	12	77	10	8	0	1	177	98	18	17	3	4	406	344	27	9	2	210	28	78	476	111	69	439	122	3	0	114	100	11	6	21	52	205	389	16	5	2	7	256	10	53	349	80	0	323	91	14
gene:PF3D7_0901600	9	77861	78874	+	1014	3	0	1	7	1	6	3	37	6	6	4	1	0	3	4	5	3	0	2	5	1	7	6	1	1	10	7	11	20	4	10	16	1	3	3	5	20	15	12	18	5	5	3	0	8	1	2	3	4	12	17	0	8	18	3
gene:PF3D7_0901700	9	82002	82998	-	997	200	137	100	209	77	302	189	2275	1669	2052	1580	296	290	1222	934	3586	2971	122	157	2043	2518	3721	1997	224	933	4109	252	3020	2854	317	3530	3028	137	222	1667	1767	6390	4754	108	269	1998	3098	2530	177	223	164	1340	1730	185	2378	2101	1	2242	2424	1708
gene:PF3D7_0901800	9	84624	85610	+	987	83	43	35	73	63	128	117	1758	2275	1350	1241	42	45	1081	793	1689	1310	61	46	1750	3211	2159	1888	76	923	2772	170	4074	2668	239	4161	2820	105	165	2145	2364	5359	3986	98	203	2272	3405	1826	72	119	74	1181	1184	96	3035	1939	1	2769	2374	1153
gene:PF3D7_0901900	9	86384	88075	-	1692	241	146	355	647	299	476	247	282	192	118	135	700	707	131	98	168	130	614	778	301	285	273	160	982	151	367	284	377	325	356	440	354	84	129	213	227	554	434	270	646	290	511	135	706	1093	850	214	167	165	233	225	0	278	257	109
gene:PF3D7_0902000	9	89361	91295	-	1935	1538	1106	1191	2318	1124	2850	1317	2020	1524	254	239	3193	3593	2092	1479	350	294	1790	2984	1262	2487	654	506	2202	555	1285	2280	2928	986	2534	3370	1070	609	1072	1499	1597	775	597	898	1884	1928	3271	460	3059	2788	1912	830	476	1413	2265	690	5	2233	873	297
gene:PF3D7_0902100	9	93830	95613	-	1784	1657	1088	254	506	373	654	681	28	47	3556	1925	313	351	26	14	694	566	326	256	42	57	409	674	415	36	220	751	24	129	971	40	144	864	1534	24	40	4117	3082	308	842	58	62	1970	505	840	351	40	110	502	18	93	2	17	117	1291
gene:PF3D7_0902200	9	98175	100339	-	2165	1744	1261	1443	2750	1198	2359	1419	1417	1972	558	593	4168	4706	1867	1389	753	739	1938	2536	3151	2993	1019	790	2514	1727	1603	1592	4670	1128	1660	5102	1273	638	1074	1790	1918	1568	1114	867	2138	1532	2538	827	2759	2773	2119	2372	703	951	3566	795	2	3280	1001	598
gene:PF3D7_0902300	9	102492	104593	-	2102	4952	3411	4434	8708	4608	8176	4963	622	1275	128	54	6099	6770	10108	7079	123	95	7596	13298	3794	1601	117	72	10128	3015	179	4923	1151	63	5604	1215	87	2228	3791	906	991	265	174	4147	9464	279	524	134	11693	11464	8709	4338	66	3218	832	59	14	861	86	91
gene:PF3D7_0902400	9	106514	108406	-	1893	464	305	194	361	174	629	482	255	165	519	422	589	676	82	65	660	588	313	766	112	218	749	458	397	56	754	571	223	628	695	293	635	215	406	146	175	1950	1523	165	382	394	566	566	784	891	364	81	282	339	175	466	2	184	519	408
gene:PF3D7_0902500	9	109334	111329	-	1996	14349	9894	7973	15970	12349	20265	15676	320	1022	224	188	32567	35998	2128	1478	148	125	11643	17742	1261	823	103	146	16530	842	92	14541	314	46	16029	389	68	8821	14773	807	864	511	388	6962	16084	219	342	350	22173	21606	14318	1271	45	9522	246	26	28	282	43	239
gene:PF3D7_0902600.1	9	113409	115549	-	2141	588	437	543	1112	301	1574	399	646	805	224	147	708	762	3227	2312	349	318	706	854	867	1049	473	272	921	712	652	577	1002	399	619	1127	500	229	412	649	666	442	370	398	928	615	985	273	827	681	877	1059	266	366	773	297	0	781	399	147
gene:PF3D7_0902800	9	121621	125006	-	3386	392	278	121	270	270	593	528	1746	495	6411	6403	132	116	219	180	7064	6153	307	242	321	773	9190	7942	459	150	11729	524	497	7535	582	825	8243	552	871	1046	1113	21474	15703	297	577	2045	3433	6216	231	492	394	215	4876	328	447	5488	2	558	6686	4279
gene:PF3D7_0902900	9	127416	127724	+	309	11	6	13	36	6	32	16	74	97	19	17	21	11	95	62	54	36	43	22	125	133	41	27	33	135	72	19	161	52	26	153	93	7	14	64	75	109	89	33	65	99	148	44	11	45	30	205	30	16	116	53	0	104	68	44
gene:PF3D7_0903000	9	129224	129700	+	477	57	36	105	179	50	144	93	600	842	1079	791	44	40	690	507	1136	958	130	134	775	1359	1398	1272	170	415	1843	190	1260	1499	214	1224	1625	69	106	837	936	2783	2045	76	168	1139	1838	1135	60	200	156	622	704	96	941	1068	0	868	1393	727
gene:PF3D7_0903100	9	130140	130937	-	798	835	538	754	1552	398	1185	299	873	580	877	444	773	867	2119	1500	1023	871	769	964	1445	1399	1166	496	1133	879	1583	493	1374	739	566	1534	895	149	258	567	547	1599	1134	303	638	600	947	693	754	849	951	1325	600	311	1038	493	1	1019	711	476
gene:PF3D7_0903200	9	133762	135587	-	1826	787	503	518	1028	422	1269	912	7513	7560	9930	7649	350	399	6312	4522	13400	11818	922	942	7722	10960	17725	16041	1373	4256	19737	1501	12120	16028	1552	13739	17034	657	1195	6686	7172	29279	20876	751	1784	8552	14177	14256	694	1681	1220	6056	7951	977	9750	11555	3	9070	13980	9413
gene:PF3D7_0903300	9	140977	150588	+	9612	1481	1072	821	1601	1044	1735	1596	310	242	18626	19715	812	834	312	194	28121	24325	1393	969	630	789	29916	22366	1973	367	30032	2794	202	18737	3728	167	21871	1661	2857	483	556	55742	40999	1424	3377	990	1741	28031	1392	3678	1713	612	12174	1848	139	13545	6	108	17669	18753
gene:PF3D7_0903400	9	151700	159541	-	7842	12729	8891	10114	20243	13128	23356	11350	8664	12065	3429	3268	22370	25307	18213	12953	8006	7038	20726	37761	21150	14565	8451	6665	27635	13538	12812	18249	18156	7432	21327	22786	8227	6196	10490	10335	11385	10100	7468	8537	20039	10455	17022	5941	27446	27393	23451	19263	5358	11778	13888	5506	36	15150	6542	3880
gene:PF3D7_0903500	9	162769	166923	+	4155	4764	3295	3473	7377	4144	9616	4710	2265	3236	2387	2079	11342	12412	6537	4744	3951	3670	6901	11525	4557	4575	4062	3648	9555	3326	6086	6827	4686	3881	7047	5342	4482	2265	3716	3113	3253	6067	4589	3064	7507	3196	5270	3289	10579	10870	8060	4574	2465	4204	3545	2750	14	3576	3530	2185
gene:PF3D7_0903600.2	9	168493	169715	+	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_0903600.1	9	168493	172887	+	4395	9971	6861	1914	4026	3055	5867	5282	188	242	3967	3796	2739	3270	120	99	873	706	2290	1784	322	330	743	1791	3007	207	729	6207	148	1017	6696	161	1355	8278	14099	182	213	6156	4588	2586	6716	351	596	4175	5552	6855	2699	306	340	4150	105	791	9	114	1115	2873
gene:PF3D7_0903700	9	175542	177442	+	1901	833	507	643	1356	336	879	754	1819	723	8657	5847	338	379	730	583	9421	8081	1162	730	868	1147	8968	5902	1446	484	10850	1288	974	6777	1120	1440	7863	672	1115	757	830	16917	11880	468	1103	1587	2714	7208	475	1290	1234	694	4448	818	806	5168	4	1028	6289	4676
gene:PF3D7_0903800	9	179187	183991	+	4805	44	15	58	123	12	136	51	108	30	96	64	32	29	38	33	20	31	48	162	50	63	52	46	42	20	35	451	30	22	425	37	64	21	21	14	20	350	253	55	102	25	59	48	37	80	41	38	20	289	20	34	1	24	31	29
gene:PF3D7_0903900	9	185821	186383	+	563	9939	6975	9500	19016	8072	26952	12095	19788	23641	7062	5602	13943	15623	24557	17716	8200	7204	13760	24371	29169	34240	13076	11544	17306	17336	17690	15270	35366	14816	14270	35174	16033	5429	9675	19954	20810	18039	13036	8258	18995	19087	30200	8001	18020	16321	14896	24841	7248	9786	26965	10999	12	24113	13602	5304
gene:PF3D7_0904000	9	187342	188622	-	1281	5592	3864	5106	9955	5334	10835	6078	5163	7362	4680	4620	8645	9685	10942	7884	9327	8204	8143	14635	9594	11400	9022	8888	10486	6284	11781	8211	10856	9771	8724	12013	10339	2940	4998	6400	7061	13853	9870	4354	10596	6614	10977	7773	12953	13277	8985	9244	4981	5354	8141	7089	12	8101	8439	5291
gene:PF3D7_0904100	9	190858	195827	-	4970	1453	1022	1247	2424	892	2960	1067	1895	1441	3093	2450	2664	3011	2427	1813	5062	4605	1685	1443	2568	2355	6170	3768	2100	1506	7537	1734	2678	3955	1977	3172	4626	538	1027	1407	1508	7318	5450	853	2061	1986	3251	3931	1786	1758	1884	2132	3101	1151	2054	2898	1	2129	3744	2508
gene:PF3D7_0904200	9	197867	198816	+	950	39	11	304	638	9	51	20	48	46	38	47	44	47	63	39	32	46	12	62	67	135	57	78	26	30	69	615	18	38	573	18	69	10	21	19	18	162	124	37	111	47	68	94	52	173	25	39	18	416	19	39	1	18	68	66
gene:PF3D7_0904300	9	199051	207458	-	8408	40	26	40	70	11	55	54	34	18	145	145	10	22	3	3	160	125	26	36	24	20	113	94	33	12	97	147	16	210	130	19	266	19	33	10	7	666	525	58	110	24	27	142	8	95	13	21	54	92	18	141	1	11	205	86
gene:PF3D7_0904400	9	208168	208725	-	558	159	108	101	215	93	207	165	567	374	2580	2046	88	88	445	318	2328	1969	219	216	395	667	3839	2759	301	195	3855	235	699	2579	316	784	3051	115	207	362	361	6867	5128	103	298	713	1059	2890	146	414	269	361	1608	182	516	1811	1	508	2320	1826
gene:PF3D7_0904500	9	210077	210609	+	533	100	72	112	236	51	368	73	818	614	714	493	175	184	743	586	872	811	139	185	780	1045	1469	987	207	434	1693	165	1060	1119	170	1143	1286	46	91	627	647	1714	1395	64	136	780	1314	850	89	124	187	639	677	92	912	880	0	817	961	583
gene:PF3D7_0904600	9	212515	217983	+	5469	4621	3287	3630	7412	4866	10640	4609	5022	5712	8075	6604	6987	7927	9814	7007	9893	8724	6456	10051	8692	8359	10818	9068	8755	5571	13592	7527	10065	9198	8980	12212	10507	2985	5107	5556	5936	20201	15018	3872	9460	6087	10602	9822	8483	10005	7474	7626	5642	4831	7505	6744	22	7905	8658	6509
gene:PF3D7_0904700	9	218675	219462	-	788	189	158	131	259	115	261	222	278	123	3952	3178	105	94	198	120	3447	3015	244	125	147	231	5082	3363	323	75	4919	327	174	3097	464	181	3910	201	319	151	145	8823	6408	181	449	293	450	3851	140	354	293	129	2078	228	132	2296	0	127	3191	2589
gene:PF3D7_0904800	9	222271	224156	+	1886	419	256	336	752	249	638	468	4321	2220	7857	5080	286	306	3147	2156	7509	6650	622	561	2256	3201	11605	8111	892	960	12529	897	4330	7494	1132	4863	7940	455	838	2078	2166	16278	11987	404	1001	3730	5862	7847	356	1039	697	1415	5090	573	3321	5512	2	3230	6489	5255
gene:PF3D7_0904900	9	224875	232831	-	7957	1028	706	602	1199	686	1423	1143	3657	1060	12623	12031	470	479	2273	1656	18853	16769	1268	837	1026	2787	25999	19160	1613	410	28748	1794	1496	20275	2253	2374	24343	1001	1780	1659	1835	40886	30299	858	2077	5073	8801	19103	845	2206	1377	598	11919	1057	1165	14724	4	1446	19687	12662
