Geneid	Chr	Start	End	Strand	Length	SRR1605330	SRR1605331	SRR1605332	SRR1605333	SRR1605334	SRR1605335	SRR1605336	SRR1605337	SRR1605338	SRR1605339	SRR1605340	SRR1605341	SRR1605342	SRR1605343	SRR1605344	SRR1605345	SRR1605346	SRR1605347
PF3D7_0825600	8	1100816	1101073	-	258	3	3	34	38	7	10	4	1	23	17	14	9	0	0	16	22	11	17
PF3D7_0825700	8	1101887	1102804	-	918	0	0	2	2	0	0	0	0	1	1	1	0	0	1	2	1	0	0
PF3D7_0825800	8	1103768	1105108	+	1341	0	0	5	2	0	0	0	0	2	2	0	1	0	2	2	5	2	2
PF3D7_0825900	8	1106048	1107961	+	1914	0	0	5	2	2	1	0	0	2	3	0	0	1	1	1	12	1	0
PF3D7_0826000	8	1109276	1112794	+	3519	6	5	11	26	10	9	1	0	19	17	3	9	4	1	30	57	8	7
PF3D7_0826100	8	1113369	1139144	-	25776	326	653	424	202	450	288	173	173	418	475	151	260	121	171	319	423	183	165
PF3D7_0826200	8	1142499	1144307	-	1809	8	11	10	17	23	22	6	0	8	5	27	26	0	7	18	15	30	24
PF3D7_0826300	8	1146167	1147504	+	1338	21	26	134	181	74	105	16	14	117	102	125	90	24	21	234	238	138	106
PF3D7_0826400	8	1148010	1149830	-	1821	22	41	82	165	98	104	18	7	68	54	111	133	27	10	99	103	122	154
PF3D7_0826500	8	1152302	1156282	+	3981	92	216	331	336	235	241	77	81	261	254	215	176	78	76	236	275	257	215
PF3D7_0826600	8	1157321	1158151	-	831	14	12	49	52	32	25	7	5	16	22	22	14	12	10	50	58	21	23
PF3D7_0826700	8	1160164	1161708	-	1545	2166	3067	3181	3371	507	578	6600	4222	2004	1903	498	424	3273	3044	1175	1348	582	753
PF3D7_0826900	8	1164655	1167205	+	2551	30	17	108	130	121	142	7	15	102	94	106	96	2	3	206	275	111	67
PF3D7_0827000	8	1167579	1171448	-	3870	192	362	219	209	78	81	132	151	234	252	53	34	94	126	170	207	41	24
PF3D7_0827100	8	1172394	1176587	+	4194	11	19	73	51	89	60	5	3	47	66	42	17	6	4	72	106	41	20
PF3D7_0827200	8	1177310	1180324	+	3015	1	2	3	3	14	5	0	0	2	2	6	4	0	0	4	8	8	1
PF3D7_0827300	8	1181295	1183796	+	2502	26	71	55	44	32	24	24	14	39	65	16	8	27	34	56	74	21	9
PF3D7_0827400	8	1184595	1185251	+	657	5	9	11	30	12	13	3	5	3	5	8	2	3	4	6	5	15	14
PF3D7_0827500	8	1186175	1187125	+	951	11	27	102	130	62	98	6	4	72	67	67	67	9	6	106	129	79	71
PF3D7_0827600	8	1187623	1192925	-	5303	21	32	149	111	126	102	2	3	124	154	47	58	2	0	125	155	73	53
PF3D7_0827700	8	1193847	1196678	-	2832	0	3	3	7	6	2	0	0	4	2	1	1	0	0	0	2	0	3
PF3D7_0827800	8	1198858	1206057	+	7200	108	186	143	143	263	198	84	91	163	133	123	155	75	81	121	142	169	147
PF3D7_0827900	8	1206788	1208394	-	1607	1117	1349	4055	4347	1617	2036	2511	1774	3423	2996	2560	2542	2696	2614	3969	3909	2894	4098
PF3D7_0828000	8	1210692	1211860	+	1169	5	1	2	3	3	9	6	2	4	3	12	2	3	7	3	4	14	6
PF3D7_0828100	8	1212337	1215630	-	3294	3	5	25	10	9	14	0	0	14	13	2	3	1	0	13	13	10	7
PF3D7_0828200	8	1216271	1220716	+	4446	41	69	196	180	149	109	17	16	182	203	87	70	12	23	163	193	108	64
PF3D7_0828300	8	1221025	1222683	-	1659	53	65	158	167	91	93	39	30	130	147	108	141	36	35	124	176	109	88
PF3D7_0828400	8	1224094	1225863	-	1770	7	18	77	69	34	26	8	6	52	59	30	23	4	5	42	53	38	33
PF3D7_0828500	8	1226750	1228409	-	1660	18	26	132	116	100	114	20	4	115	109	111	105	12	10	136	160	99	103
PF3D7_0828600	8	1229899	1232132	-	2234	57	70	107	102	317	322	31	24	31	40	255	187	59	54	40	40	290	269
PF3D7_0828700	8	1233372	1236473	+	3102	11	29	4	8	98	70	0	1	4	7	25	29	3	1	5	4	28	28
PF3D7_0828800	8	1237285	1239501	-	2217	173	330	13	25	662	597	63	53	7	11	343	198	51	58	66	101	449	244
PF3D7_0828900	8	1241966	1242895	-	930	67	208	99	141	573	582	72	64	89	57	357	313	86	93	103	139	440	484
PF3D7_0829000	8	1245211	1251078	+	5868	41	72	73	70	160	141	38	40	76	75	77	78	34	39	80	120	118	80
PF3D7_0829100	8	1252349	1253796	+	1448	152	188	88	143	45	51	252	191	97	89	42	39	214	227	85	103	51	68
PF3D7_0829200	8	1254558	1255376	+	819	34	20	104	105	29	30	24	18	91	88	27	31	23	21	142	168	46	25
PF3D7_0829300	8	1256555	1257133	+	579	41	74	93	95	53	64	42	31	81	71	39	27	42	42	78	80	29	50
PF3D7_0829400	8	1257716	1259041	-	1326	23	123	69	90	329	289	9	8	98	111	143	218	17	17	221	305	177	136
PF3D7_0829500	8	1260048	1266698	-	6651	2	13	5	0	54	34	0	0	4	5	18	33	0	0	17	12	30	20
PF3D7_0829600	8	1269135	1269647	+	513	5	11	3	18	18	37	3	2	5	2	24	24	1	2	26	21	11	25
PF3D7_0830300	8	1290240	1291406	-	1167	9	4	7	3	2	2	14	10	2	4	4	2	3	6	2	13	2	1
PF3D7_0830400	8	1294022	1294722	+	701	424	625	403	428	129	180	1299	827	314	360	143	121	830	832	148	189	123	207
PF3D7_0830500	8	1296134	1298328	-	2195	449	1451	2	3	190	88	434	422	17	8	66	99	466	604	263	341	102	75
PF3D7_0830600	8	1303323	1304813	+	1491	1020	1904	29	17	95	42	1789	1578	16	14	31	54	1546	1589	71	88	36	81
PF3D7_0830700	8	1307053	1307924	+	872	78	88	181	129	45	52	135	86	65	87	24	32	215	213	156	205	26	46
PF3D7_0830800	8	1310637	1316955	+	6319	5	8	5	2	9	4	0	1	6	2	4	3	0	3	10	21	12	6
PF3D7_0830900	8	1317600	1318341	-	742	80	89	22	22	117	94	38	29	17	15	97	123	86	91	117	173	98	144
PF3D7_0831000	8	1321417	1322825	+	1409	8	3	2	0	2	4	1	0	3	3	1	0	17	12	8	14	0	0
PF3D7_0831100	8	1325144	1331187	+	6044	0	1	0	0	1	0	1	0	0	1	0	0	4	0	3	3	1	0
PF3D7_0831200	8	1333288	1336299	+	3012	37	89	43	43	81	73	58	38	47	43	52	56	45	58	104	175	102	61
PF3D7_0831300	8	1339659	1342306	+	2648	15	29	31	18	20	25	13	7	48	41	8	5	4	11	43	48	9	1
PF3D7_0831400	8	1344405	1345487	-	1083	245	9	648	216	30	42	23	10	185	220	9	26	30	21	303	501	10	24
PF3D7_0831500	8	1353456	1354669	+	1214	254	154	179	192	39	54	236	193	108	108	42	84	278	266	525	719	22	48
PF3D7_0831600	8	1358314	1363618	+	5305	58	169	73	97	469	406	22	21	46	35	239	323	24	21	109	118	394	372
PF3D7_0831700	8	1365467	1367506	-	2040	9331	9775	1903	1274	425	338	11857	10157	1495	1455	314	281	5371	5728	1963	2480	367	273
PF3D7_0831800	8	1374236	1375299	-	1064	1357	2038	43	9	29	16	24703	20037	52	61	100	165	13596	13287	54	149	68	189
PF3D7_0832000	8	1383349	1384377	-	1029	13	0	16	10	1	3	3	3	6	11	1	0	1	9	8	11	0	0
PF3D7_0832200.1	8	1392168	1393135	+	968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0832200.2	8	1392168	1393491	+	1324	2	0	5	1	3	1	1	1	2	5	0	1	2	2	2	7	1	1
PF3D7_0832300	8	1397014	1397885	+	872	0	0	9	3	0	2	0	0	4	2	0	0	0	0	6	7	0	1
PF3D7_0832400	8	1399560	1400583	-	1024	1	0	2	3	0	0	0	0	4	2	0	1	1	4	4	4	1	0
PF3D7_0832500	8	1402567	1403711	-	1145	2	0	2	1	0	0	3	1	0	0	0	0	0	0	2	0	0	0
PF3D7_0832600	8	1405835	1406999	-	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0832800	8	1411058	1412141	+	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0832900	8	1414283	1415293	+	1011	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0
PF3D7_0833000	8	1417438	1418625	+	1188	2	6	2	1	1	1	19	20	0	1	1	0	10	7	3	1	1	0
PF3D7_0833100	8	1420818	1422077	-	1260	0	1	0	0	0	3	2	3	0	0	0	0	1	1	0	0	0	0
PF3D7_0833200	8	1426884	1428135	+	1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF3D7_0833400	8	1432696	1433932	+	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0833500	8	1435794	1443449	-	7656	3	1	3	1	2	2	0	0	2	0	0	2	1	2	1	0	6	4
PF3D7_0900100	9	20080	27885	+	7806	69	73	52	31	129	116	43	30	30	34	63	75	37	40	10	25	103	124
PF3D7_0900200	9	29797	31157	-	1361	0	1	0	0	0	0	0	2	0	0	0	0	0	2	2	1	0	0
PF3D7_0900300	9	33553	34795	-	1243	2	1	2	0	1	0	5	5	0	0	1	1	10	6	15	7	1	0
PF3D7_0900400	9	39554	40740	+	1187	3	4	1	0	20	13	2	3	0	0	8	0	5	3	1	0	5	3
PF3D7_0900500	9	42909	44045	-	1137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
PF3D7_0900600	9	45902	47236	-	1335	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
PF3D7_0900700	9	49612	50971	-	1360	8	11	0	2	3	3	17	17	1	0	3	4	13	10	1	2	3	2
PF3D7_0900900	9	55074	56081	-	1008	0	0	2	0	0	2	0	0	1	3	0	1	0	1	4	6	0	0
PF3D7_0901000	9	58162	59240	-	1079	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0901100	9	61342	62553	-	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0901200	9	64216	64428	-	213	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0901300	9	67334	68625	+	1292	2	1	2	1	3	2	0	1	0	0	1	0	1	1	1	0	2	0
PF3D7_0901400	9	70521	71738	+	1218	1	2	1	0	0	0	1	1	0	0	0	0	1	2	1	0	0	0
PF3D7_0901500	9	74409	75746	+	1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0901600	9	77861	78874	+	1014	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0
PF3D7_0901700	9	82002	82998	-	997	29	19	208	226	94	113	20	16	105	136	91	78	45	33	140	194	88	114
PF3D7_0901800	9	84624	85610	+	987	15	32	201	223	99	108	8	3	95	105	92	73	24	26	182	250	80	63
PF3D7_0901900	9	86384	88075	-	1692	3	4	9	7	6	2	0	3	3	4	0	2	0	1	3	10	1	0
PF3D7_0902000	9	89361	91295	-	1935	70	212	24	18	42	26	58	42	17	10	12	31	67	84	70	99	22	26
PF3D7_0902100	9	93830	95613	-	1784	106	252	23	32	606	396	76	73	13	9	255	215	53	76	26	33	326	255
PF3D7_0902200	9	98175	100339	-	2165	33	63	37	47	36	48	32	34	26	32	41	22	45	39	64	98	30	29
PF3D7_0902300	9	102492	104593	-	2102	131	168	10	16	23	23	240	211	6	6	16	14	244	287	60	91	11	24
PF3D7_0902400	9	106514	108406	-	1893	27	47	40	27	23	21	27	29	29	19	18	20	37	32	34	47	16	17
PF3D7_0902500	9	109334	111329	-	1996	384	941	4	3	70	48	238	229	2	5	20	48	205	212	26	47	29	52
PF3D7_0902600.1	9	113409	115549	-	2141	45	72	17	10	6	7	95	80	8	8	2	8	133	128	100	160	4	5
PF3D7_0902800	9	121621	125006	-	3386	27	83	512	436	231	303	15	10	548	538	275	234	23	16	783	969	322	243
PF3D7_0902900	9	127416	127724	+	309	2	1	3	6	6	3	0	0	2	1	1	1	0	1	1	3	1	3
PF3D7_0903000	9	129224	129700	+	477	9	12	61	117	46	53	7	4	52	60	54	34	9	14	84	82	37	43
PF3D7_0903100	9	130140	130937	-	798	43	36	54	86	26	32	47	40	35	33	20	24	59	46	58	52	19	37
PF3D7_0903200	9	133762	135587	-	1826	171	216	1182	1574	465	598	203	164	924	954	677	549	213	181	1032	1208	706	861
PF3D7_0903300	9	140977	150588	+	9612	40	129	274	249	605	530	6	11	284	288	328	473	5	18	330	376	462	332
PF3D7_0903400	9	151700	159541	-	7842	347	777	283	176	189	139	212	197	216	250	57	77	164	177	161	200	89	88
PF3D7_0903500	9	162769	166923	+	4155	63	191	133	96	73	78	74	68	121	89	67	38	54	69	102	150	72	42
PF3D7_0903600.2	9	168493	169715	+	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0903600.1	9	168493	172887	+	4395	108	514	33	21	1016	620	32	40	17	22	214	241	44	61	69	111	315	229
PF3D7_0903700	9	175542	177442	+	1901	37	232	451	574	280	382	38	42	387	323	339	346	54	52	453	521	440	482
PF3D7_0903800	9	179187	183991	+	4805	9	4	2	3	1	2	4	4	1	0	1	1	6	2	2	1	1	2
PF3D7_0903900	9	185821	186383	+	563	1236	1340	1058	1322	208	214	2794	1835	863	862	204	209	1573	1427	420	538	242	380
PF3D7_0904000	9	187342	188622	-	1281	262	291	331	388	166	191	229	204	327	327	148	174	220	204	284	322	186	197
PF3D7_0904100	9	190858	195827	-	4970	21	33	80	76	85	62	10	8	110	98	35	58	11	19	93	94	55	42
PF3D7_0904200	9	197867	198816	+	950	1	3	6	4	1	4	0	2	1	0	1	1	0	1	6	8	3	1
PF3D7_0904300	9	199051	207458	-	8408	5	8	7	3	13	21	2	1	5	1	9	8	7	3	0	3	5	5
PF3D7_0904400	9	208168	208725	-	558	20	42	154	221	124	131	19	18	114	119	110	93	39	29	137	116	104	167
PF3D7_0904500	9	210077	210609	+	533	16	23	63	85	13	15	15	18	35	39	20	17	19	14	39	41	13	20
PF3D7_0904600	9	212515	217983	+	5469	82	219	191	142	246	181	57	61	170	179	120	167	68	68	160	201	155	121
PF3D7_0904700	9	218675	219462	-	788	6	21	45	66	46	55	5	3	35	31	57	83	5	11	86	81	75	127
PF3D7_0904800	9	222271	224156	+	1886	71	124	474	360	215	252	19	20	302	290	211	199	18	19	192	268	273	215
PF3D7_0904900	9	224875	232831	-	7957	40	126	518	418	522	472	16	8	479	463	306	345	18	25	346	460	378	345
PF3D7_0905000	9	234501	235346	-	846	2	6	30	20	6	6	0	1	12	16	5	4	2	0	18	16	5	11
PF3D7_0905100	9	236359	242969	-	6611	112	213	191	200	125	159	80	46	175	133	140	180	72	86	181	196	148	221
PF3D7_0905200	9	245261	248860	-	3600	49	118	43	35	37	18	34	31	53	39	26	35	46	45	57	59	33	27
PF3D7_0905300	9	251353	269709	-	18357	42	52	3	8	36	32	67	41	3	0	6	15	49	51	4	6	11	5
PF3D7_0905400	9	270740	274789	-	4050	1651	3842	2355	2245	11922	9957	527	568	1396	1169	8528	6916	649	743	1686	1652	12271	11006
PF3D7_0905500	9	278369	279088	+	720	48	90	43	53	290	251	19	14	12	16	176	139	16	18	27	26	161	128
PF3D7_0905600	9	280207	284102	+	3896	0	1	2	1	7	5	2	1	0	1	6	1	0	0	0	0	5	0
PF3D7_0905700.2	9	284200	286640	-	2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0905700.1	9	284200	286640	-	2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0905700.3	9	285479	286640	-	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0905800	9	289050	292897	+	3848	20	46	44	53	23	33	9	8	38	43	29	22	11	11	72	91	21	18
PF3D7_0905900	9	293585	296617	-	3033	99	153	108	99	128	130	46	57	104	116	70	87	85	80	112	147	127	114
PF3D7_0906000	9	298665	304179	-	5515	4	8	34	29	39	23	1	3	26	34	12	7	3	2	33	52	26	6
PF3D7_0906100	9	305070	306626	+	1557	15	33	148	179	93	151	15	7	127	161	119	133	19	16	156	192	125	146
PF3D7_0906200	9	307303	309039	-	1737	4	9	28	13	15	16	4	3	12	9	7	10	3	4	18	30	12	8
PF3D7_0906300	9	310691	311995	+	1305	13	18	30	36	9	10	17	18	9	14	12	5	12	8	24	19	5	7
PF3D7_0906400	9	312474	314987	-	2514	3	5	0	3	11	6	3	1	1	1	7	0	0	2	5	2	6	1
PF3D7_0906500	9	318311	319546	+	1236	236	446	164	145	123	83	369	319	124	104	152	163	404	398	219	233	138	154
PF3D7_0906600	9	320811	323342	-	2532	749	875	215	191	130	109	514	524	171	162	78	105	431	554	378	525	66	64
PF3D7_0906700	9	330499	331965	-	1467	20	26	34	23	11	13	16	13	13	25	13	15	17	13	38	53	12	18
PF3D7_0906800	9	332255	334597	-	2343	0	3	2	0	0	0	1	0	3	1	2	1	0	2	1	5	0	1
PF3D7_0906890	9	335071	335490	+	420	4	7	10	10	3	8	4	9	4	15	4	0	11	8	8	18	4	3
PF3D7_0906910	9	335982	336770	+	789	86	64	79	104	30	36	90	76	66	63	20	22	121	123	100	125	24	21
PF3D7_0907000	9	337564	337920	+	357	38	57	42	67	19	21	91	65	39	36	25	23	117	85	44	47	30	26
PF3D7_0907100	9	338140	342408	-	4269	31	40	86	101	50	51	45	20	70	79	26	29	42	45	108	130	22	33
PF3D7_0907200	9	345892	349293	+	3402	107	205	88	72	174	152	64	79	73	61	147	130	61	82	108	154	136	116
PF3D7_0907300	9	350186	350962	-	777	20	32	47	55	15	13	12	15	43	48	7	12	15	17	26	45	20	16
PF3D7_0907400	9	351955	354723	-	2769	110	184	238	274	392	335	37	36	245	244	222	246	32	37	239	322	312	289
PF3D7_0907500	9	356536	357683	-	1148	38	59	30	28	221	169	32	18	8	9	152	98	44	26	16	11	183	149
PF3D7_0907600	9	360535	363215	+	2681	60	99	68	46	108	61	34	24	38	51	28	20	30	42	49	66	45	29
PF3D7_0907700	9	364069	364908	-	840	229	299	270	300	148	150	318	258	196	207	143	130	298	323	213	253	141	181
PF3D7_0907800	9	366925	367500	+	576	42	76	131	174	142	137	60	35	77	101	171	150	55	63	108	122	151	185
PF3D7_0907900	9	367865	368789	-	925	113	132	334	564	99	115	221	139	259	249	118	101	127	117	207	222	136	154
PF3D7_0908000	9	369870	371554	-	1685	54	83	152	210	233	210	30	21	97	84	237	286	127	112	231	325	273	325
PF3D7_0908100	9	373762	375586	-	1825	5	14	18	35	25	36	6	2	7	5	16	12	5	3	13	7	22	23
PF3D7_0908200	9	378035	382996	+	4962	23	58	62	87	190	171	6	6	74	59	130	87	7	5	91	94	176	124
PF3D7_0908300.2	9	383650	385716	-	2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0908300.1	9	383650	385716	-	2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0908400	9	388149	388736	+	588	11	23	82	104	75	81	10	10	65	64	87	101	9	14	66	73	135	186
PF3D7_0908500	9	389605	397843	-	8239	34	127	31	29	444	270	6	7	16	12	168	96	13	19	27	40	236	110
PF3D7_0908600	9	399202	400725	-	1524	12	47	37	51	14	14	15	23	40	26	4	5	25	23	45	60	8	8
PF3D7_0908700	9	401495	403394	-	1900	19	29	48	60	53	54	13	10	18	25	30	29	26	21	43	70	37	29
PF3D7_0908800	9	404312	406285	+	1974	68	72	162	165	83	96	127	106	91	109	64	59	78	66	102	93	83	67
PF3D7_0908900	9	406522	409665	-	3144	37	30	59	77	47	46	32	38	62	48	27	25	36	31	36	36	34	27
PF3D7_0909000	9	410326	413841	-	3516	2	7	5	3	21	12	1	0	0	0	5	3	0	0	3	0	9	5
PF3D7_0909100	9	415205	417433	+	2229	7	16	18	9	45	56	1	5	13	11	32	22	2	0	10	10	29	27
PF3D7_0909200	9	418208	419895	-	1688	5	10	0	2	9	16	5	2	1	0	6	4	4	6	1	1	12	7
PF3D7_0909300	9	420485	421682	-	1198	112	147	173	265	65	76	267	177	104	113	73	85	259	228	130	169	75	80
PF3D7_0909400	9	424171	428106	+	3936	115	221	278	249	136	166	117	101	201	207	122	102	99	106	291	363	175	73
PF3D7_0909500	9	430578	432047	+	1470	27	47	19	16	66	79	23	23	9	3	114	74	50	35	22	25	150	109
PF3D7_0909600	9	433238	435373	-	2136	23	34	127	172	134	146	3	5	84	89	111	85	3	5	137	153	138	96
PF3D7_0909700	9	440914	444024	+	3111	89	264	35	35	218	136	56	60	40	32	89	82	64	70	113	156	121	84
PF3D7_0909800	9	445788	446329	+	542	56	111	103	149	25	31	168	109	65	73	35	32	169	160	78	90	36	52
PF3D7_0909900	9	447928	452049	+	4122	103	199	158	130	76	63	71	83	116	143	84	50	61	60	162	171	76	49
PF3D7_0910000	9	452399	455743	-	3345	8	13	5	14	27	17	5	4	7	5	8	1	4	2	4	3	14	11
PF3D7_0910100	9	456959	461318	-	4360	183	265	543	540	285	348	157	145	334	351	326	218	137	163	428	480	335	246
PF3D7_0910200	9	464559	473768	+	9210	65	176	153	106	386	297	22	36	206	188	151	171	37	60	194	268	218	132
PF3D7_0910300	9	475671	476969	+	1299	40	46	92	98	33	35	43	27	55	50	55	28	30	45	52	87	46	31
PF3D7_0910400	9	477777	481358	-	3582	18	33	97	81	53	60	18	13	89	67	49	39	14	8	30	63	61	51
PF3D7_0910500	9	482461	487554	-	5094	9	50	18	11	74	40	5	6	25	24	27	29	6	5	24	35	37	17
PF3D7_0910600	9	489467	490865	+	1399	29	75	45	52	121	89	51	37	18	18	102	130	58	52	40	65	107	196
PF3D7_0910700	9	491275	492906	+	1632	6	8	4	9	31	19	3	6	5	3	22	15	5	6	10	9	29	16
PF3D7_0910800	9	494163	495506	+	1344	46	90	167	190	63	82	58	58	109	153	91	87	53	54	151	168	117	106
PF3D7_0910900	9	495946	497727	-	1782	13	30	181	257	91	112	8	4	173	193	134	106	11	9	229	278	145	112
PF3D7_0911000	9	500183	502733	+	2551	43	76	169	179	184	195	32	25	116	135	230	173	36	44	102	136	233	211
PF3D7_0911100	9	504412	508130	+	3719	173	592	21	23	1225	831	48	41	19	19	350	226	48	60	93	137	538	248
PF3D7_0911200	9	509934	510527	+	594	7	7	22	31	17	13	0	2	14	12	15	10	2	0	18	19	11	11
PF3D7_0911300	9	511467	521529	+	10063	2	5	5	19	10	18	2	1	1	3	1	4	2	2	2	2	7	4
PF3D7_0911400	9	522221	526018	-	3798	5	10	38	18	12	16	0	4	18	19	5	9	14	7	23	24	10	7
PF3D7_0911500.1	9	526940	527978	-	1039	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PF3D7_0911500.2	9	527147	527978	-	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0911600	9	529912	531444	+	1533	12	15	53	58	58	44	3	1	42	51	47	63	4	3	73	112	51	54
PF3D7_0911700	9	532341	535598	+	3258	20	27	69	48	88	70	1	3	66	81	49	54	4	3	93	91	53	26
PF3D7_0911800	9	535851	536681	-	831	42	49	61	51	85	100	10	18	30	25	60	41	9	12	29	26	74	61
PF3D7_0911900	9	538221	539872	-	1652	1323	1760	576	430	440	417	1342	1224	484	466	463	358	834	923	657	648	540	488
PF3D7_0912000	9	541033	545739	-	4707	29	58	201	188	93	94	4	6	140	142	44	49	6	8	92	112	65	44
PF3D7_0912100	9	546800	548101	-	1302	14	41	34	15	12	14	18	17	25	26	11	8	20	24	35	33	13	7
PF3D7_0912200	9	549085	550446	-	1362	24	42	17	58	14	42	44	43	15	9	17	4	42	33	7	9	5	8
PF3D7_0912400	9	551426	553167	-	1742	124	124	389	440	157	232	174	117	324	289	285	352	140	114	716	890	278	315
PF3D7_0912500	9	556090	557958	+	1869	183	270	318	343	107	127	283	237	219	239	165	145	272	287	288	332	165	148
PF3D7_0912600	9	559144	561979	+	2836	3	2	4	8	3	3	5	2	0	3	0	2	1	0	2	4	0	1
PF3D7_0912700	9	562677	562934	+	258	11	12	8	18	7	10	3	4	8	10	6	2	11	10	8	12	5	18
PF3D7_0912800	9	563329	565179	-	1851	67	114	83	71	37	37	75	58	53	73	23	20	58	72	48	57	38	32
PF3D7_0912900	9	567283	568640	+	1358	198	208	437	522	256	257	282	228	377	329	261	250	216	202	309	336	298	294
PF3D7_0913000	9	569124	570374	-	1251	179	283	180	202	74	66	441	313	124	140	70	105	449	475	201	226	54	86
PF3D7_0913100	9	571031	573349	-	2319	0	0	23	29	10	5	1	0	26	11	3	3	1	0	13	15	4	5
PF3D7_0913200	9	575679	576509	+	831	530	768	822	959	194	245	987	803	569	590	224	202	627	633	370	427	232	298
PF3D7_0913300	9	576960	579026	-	2067	57	68	106	112	55	42	62	48	74	81	42	21	56	57	68	92	32	40
PF3D7_0913400	9	580760	581468	-	709	7	7	39	46	11	10	6	5	20	25	3	8	7	4	30	42	5	9
PF3D7_0913500	9	582340	583968	-	1629	14	33	130	123	72	68	7	3	56	71	64	54	10	8	58	83	64	75
PF3D7_0913600	9	584726	588421	+	3696	2	19	59	58	57	45	0	2	56	63	29	24	1	3	51	34	36	19
PF3D7_0913700	9	589263	591242	+	1980	36	69	224	248	115	111	18	16	147	147	104	78	23	26	172	204	126	93
PF3D7_0913800	9	593107	593556	+	450	180	345	14	21	687	553	105	106	8	13	419	360	166	147	46	60	453	501
PF3D7_0913900	9	594272	597234	-	2963	21	60	33	39	107	96	15	9	22	30	35	32	21	12	46	66	46	37
PF3D7_0914000	9	597694	600561	+	2868	9	32	29	29	37	27	6	9	35	24	17	15	9	12	24	22	17	18
PF3D7_0914100	9	601076	604576	-	3501	212	400	83	72	2005	1302	68	42	72	64	635	649	75	86	119	127	1038	773
PF3D7_0914200	9	608361	610075	-	1715	98	243	77	127	208	265	151	127	42	51	159	145	199	196	125	134	215	187
PF3D7_0914300	9	612976	615492	-	2517	54	116	60	64	35	34	42	30	34	51	14	12	46	51	43	76	16	11
PF3D7_0914400	9	617963	619835	+	1873	32	82	50	87	157	182	35	31	47	45	164	209	35	42	74	83	160	253
PF3D7_0914500	9	620788	626149	-	5362	38	104	118	120	214	175	18	20	179	161	97	95	13	21	122	187	112	71
PF3D7_0914600	9	627754	628319	+	566	34	71	55	58	45	58	71	72	43	43	70	65	65	79	46	44	62	79
PF3D7_0914700	9	630657	632207	+	1551	118	190	141	152	50	50	302	204	94	68	60	82	406	351	81	134	62	117
PF3D7_0914800	9	633574	634200	-	627	13	21	46	67	66	54	2	4	35	26	78	55	2	4	77	80	62	66
PF3D7_0914900	9	636621	638750	+	2130	26	92	88	110	131	123	13	11	68	73	124	74	22	21	131	195	147	78
PF3D7_0915000	9	639658	641259	-	1602	44	104	186	271	225	223	16	9	101	99	197	171	21	20	154	164	239	162
PF3D7_0915100	9	643232	644043	-	812	69	113	175	211	42	64	197	150	147	164	69	103	163	160	190	274	79	121
PF3D7_0915200	9	645632	646600	+	969	1	5	11	6	4	4	5	0	10	9	7	2	2	2	14	13	6	3
PF3D7_0915300	9	646951	649116	-	2166	13	1	31	34	8	12	1	5	27	28	4	2	4	2	23	26	7	2
PF3D7_0915400	9	650585	654841	-	4257	1692	2431	2234	1946	733	661	1701	1756	1472	1567	596	483	1123	1176	1409	1871	732	494
PF3D7_0915500	9	657418	659412	+	1995	2	2	3	4	5	2	2	0	1	2	2	0	3	4	3	4	2	0
PF3D7_0915600	9	660176	660892	+	717	41	59	24	19	16	3	28	24	6	15	8	6	33	28	14	28	6	5
PF3D7_0915700	9	661481	662326	-	846	10	17	75	60	74	61	16	7	50	60	80	73	9	7	99	103	85	97
PF3D7_0915800	9	663918	664571	+	654	1	9	18	26	19	32	1	4	6	9	24	37	6	1	17	24	22	45
