Geneid	Chr	Start	End	Strand	Length	SRR3437887	SRR3437888	SRR3437889	SRR3437890	SRR3437891	SRR3437892	SRR3437893	SRR3437894	SRR3437895	SRR3437896	SRR3437897	SRR3437898
PBANKA_081620	8	659661	660602	+	942	851	913	520	540	104	107	301	323	163	178	701	719
PBANKA_081630	8	660795	662858	-	2064	890	946	786	772	131	167	390	398	247	270	745	773
PBANKA_081640	8	663800	667699	-	3900	1849	1866	2046	2105	1662	1670	1613	1665	1817	1836	1974	1953
PBANKA_081650	8	670208	672271	+	2064	57	55	192	207	49	51	72	60	87	92	180	215
PBANKA_081660	8	672894	673598	+	705	168	204	410	428	841	865	588	584	652	590	543	586
PBANKA_081670	8	674482	675317	-	836	410	414	301	269	238	266	311	386	446	489	215	171
PBANKA_081680	8	676569	677222	+	654	120	132	189	172	122	133	238	269	333	338	157	166
PBANKA_081690	8	678479	678949	+	471	524	486	478	481	176	175	296	324	270	309	351	395
PBANKA_081700	8	679857	683958	-	4102	2523	2598	1041	1104	1005	1050	1324	1376	1515	1539	509	591
PBANKA_081710	8	686279	687344	+	1066	203	247	238	247	195	182	256	251	372	392	252	263
PBANKA_081720	8	688116	691238	+	3123	765	794	1285	1351	628	717	590	569	732	724	1757	1856
PBANKA_081730	8	691701	693342	-	1642	600	662	303	251	453	488	602	640	498	503	125	144
PBANKA_081740	8	695181	700838	+	5658	1472	1499	4451	4633	4143	4117	4503	4679	3735	3920	6038	6138
PBANKA_081750	8	701427	703195	-	1769	277	221	428	418	81	88	125	125	131	160	308	322
PBANKA_081760	8	703837	704499	-	663	120	105	111	117	139	125	192	173	200	213	120	103
PBANKA_081770	8	705882	706916	-	1035	187	193	409	420	584	632	1155	1210	527	530	341	322
PBANKA_081780	8	711408	711554	+	147	24	30	113	119	32	37	35	52	78	62	96	91
PBANKA_081790	8	713003	713836	+	834	3912	4086	1894	1954	4139	4489	3718	3860	3250	3257	1338	1293
PBANKA_081800	8	714241	719769	-	5529	6036	6179	2980	3035	1311	1346	1604	1541	1249	1365	3282	3447
PBANKA_081810	8	721247	722929	-	1683	1525	1620	549	582	534	571	381	447	437	430	583	644
PBANKA_081820	8	723889	724963	+	1075	421	434	84	104	153	168	158	159	175	200	56	53
PBANKA_081830	8	725924	726937	+	1014	55	69	85	95	134	133	129	138	133	147	34	29
PBANKA_081840	8	727953	732377	+	4425	442	466	313	336	611	707	507	508	660	683	271	291
PBANKA_081850	8	733942	735939	+	1998	535	519	950	994	514	509	653	689	807	853	695	698
PBANKA_081860	8	736309	738657	-	2349	740	822	735	766	547	515	454	549	668	678	607	603
PBANKA_081870	8	740065	741081	+	1017	31	26	140	145	67	84	68	91	143	133	118	109
PBANKA_081880	8	741920	743245	+	1326	13	21	117	123	35	42	45	47	76	69	74	114
PBANKA_081890	8	745208	747477	+	2270	1998	2148	5066	5279	1356	1396	2815	2916	2229	2305	3597	3714
PBANKA_081900	8	749214	750401	-	1188	268	263	1497	1579	856	868	2766	2680	1376	1404	604	674
PBANKA_081910	8	753110	754401	+	1292	190	199	494	525	379	398	363	411	622	694	451	460
PBANKA_081920	8	754495	756196	-	1702	1201	1271	1264	1252	1168	1335	1292	1358	1892	2015	1007	1038
PBANKA_081930	8	757537	758558	-	1022	164	162	1043	1118	563	549	716	736	866	882	1076	1106
PBANKA_081940	8	760104	765466	+	5363	362	363	268	308	63	53	182	178	198	188	339	366
PBANKA_081950	8	769678	771579	+	1902	733	762	349	359	385	400	319	296	428	453	480	465
PBANKA_081960	8	773462	775581	+	2120	2127	2242	2041	2083	6193	6471	6698	6747	5520	5630	2023	2080
PBANKA_081970	8	776130	777725	-	1596	827	896	545	569	351	336	374	386	549	558	628	584
PBANKA_081980	8	780187	783090	+	2904	2839	3003	4649	4870	4005	4196	3921	3940	3214	3340	4089	4213
PBANKA_081990	8	783965	785397	-	1433	2558	2661	1860	1856	1781	1766	2353	2250	1552	1502	1838	1989
PBANKA_082000	8	789226	791031	+	1806	634	624	1117	1216	667	647	738	867	984	1012	955	929
PBANKA_082010	8	791797	792657	-	861	444	442	577	649	1400	1516	1396	1435	1601	1655	636	646
PBANKA_082020	8	795394	796314	+	921	27	19	33	43	78	84	57	40	226	215	55	43
PBANKA_082030	8	797500	799266	+	1767	62	76	320	299	94	72	144	135	185	177	251	234
PBANKA_082040	8	800185	801648	+	1464	15	15	20	24	27	23	12	17	67	50	25	19
PBANKA_082050	8	802347	803903	+	1557	120	136	265	235	76	95	98	91	152	180	254	274
PBANKA_082060	8	804655	805383	+	729	29	36	92	96	74	85	72	64	169	143	150	146
PBANKA_082070	8	806094	809326	-	3233	6068	6269	2606	2752	1687	1785	2238	2316	1605	1656	2452	2506
PBANKA_082080	8	810870	818428	-	7559	4833	5043	7514	7675	11762	12030	7564	7696	8658	8834	4489	4672
PBANKA_082090	8	821736	823367	+	1632	26	22	28	40	132	112	30	24	403	429	33	33
PBANKA_082100	8	823928	825620	-	1693	26	33	70	83	16	26	15	19	55	42	86	102
PBANKA_082110	8	826226	829018	-	2793	2364	2520	1498	1621	487	454	639	673	738	713	2011	2038
PBANKA_082120	8	829864	830815	+	952	537	485	240	280	53	63	326	333	143	165	434	390
PBANKA_082130	8	831701	836119	+	4419	494	536	460	469	80	83	170	199	207	195	321	319
PBANKA_082140	8	837493	838543	+	1051	158	163	165	169	29	37	215	210	140	148	226	246
PBANKA_082150	8	839231	842707	+	3477	1986	2076	2107	2107	543	538	638	666	982	1010	1895	1827
PBANKA_082160	8	844042	845550	+	1509	1203	1150	947	995	338	407	784	775	751	790	751	715
PBANKA_082170	8	846290	847813	-	1524	141	147	468	457	79	90	176	189	279	214	417	411
PBANKA_082180	8	848782	850378	+	1597	361	358	961	1019	229	210	302	304	403	471	975	967
PBANKA_082190	8	850554	851732	-	1179	139	136	219	216	98	96	57	63	226	207	210	195
PBANKA_082200	8	853334	854692	+	1359	137	151	317	326	203	206	210	212	297	274	254	261
PBANKA_082210	8	854689	861770	-	7082	4986	5002	3184	3283	2218	2431	2990	3120	3572	3816	2071	2214
PBANKA_082220	8	862942	864543	+	1602	117	101	331	378	121	126	253	252	317	297	317	319
PBANKA_082230	8	864927	865860	-	934	29	39	117	142	55	61	109	113	141	126	104	118
PBANKA_082240	8	866463	867776	+	1314	301	336	311	330	189	187	333	349	393	392	293	307
PBANKA_082250	8	869079	874057	+	4979	5293	5385	3317	3445	1113	1078	1530	1522	1485	1517	3250	3352
PBANKA_082260	8	874407	876464	-	2058	265	261	1365	1468	642	676	617	680	904	931	1369	1423
PBANKA_082270	8	876928	878284	-	1357	783	740	466	481	992	917	869	871	981	964	542	560
PBANKA_082280	8	879559	880221	+	663	154	198	1135	1159	2316	2456	1519	1569	1484	1555	1548	1597
PBANKA_082290	8	880858	884123	+	3266	1000	1029	746	693	472	460	784	758	312	334	1028	1079
PBANKA_082300	8	886015	890650	+	4636	1636	1732	4547	4689	2010	2080	2375	2389	3030	3059	5660	5726
PBANKA_082310	8	892660	893868	+	1209	1405	1487	1862	1970	3718	3869	4693	4832	4298	4449	1793	1837
PBANKA_082320	8	894951	897647	+	2697	96	108	232	246	50	59	300	309	143	150	324	338
PBANKA_082330	8	898159	901450	+	3292	1869	1852	1507	1505	612	594	822	836	747	775	1986	2057
PBANKA_082340	8	902635	903885	+	1251	883	929	2390	2517	480	482	843	918	954	938	2758	2679
PBANKA_082350	8	905152	907191	+	2040	92	96	471	533	413	402	504	533	634	713	646	662
PBANKA_082360	8	907699	909981	-	2283	356	367	616	644	251	279	267	265	242	264	974	1019
PBANKA_082370	8	911145	922529	-	11385	12782	13216	7760	7891	5440	5655	5648	5840	6385	6378	5616	5795
PBANKA_082380	8	923775	925113	-	1339	11	14	19	35	41	36	18	22	120	144	12	16
PBANKA_082390	8	926205	927212	-	1008	66	72	193	226	97	105	92	85	202	177	259	304
PBANKA_082400	8	927968	928663	-	696	50	52	28	18	25	27	44	35	59	61	23	25
PBANKA_082410	8	930030	932285	+	2256	170	154	111	103	108	93	82	86	189	180	94	104
PBANKA_082420	8	933126	935573	+	2448	60	68	21	21	33	35	69	89	69	72	58	69
PBANKA_082430	8	936522	939494	+	2973	5929	6294	3231	3141	1677	1648	1895	2021	1273	1304	5514	5567
PBANKA_082440	8	942113	943107	+	995	1475	1524	617	592	517	516	940	902	862	891	1107	1080
PBANKA_082450	8	943756	944919	+	1164	33	37	62	53	22	31	41	56	63	81	27	34
PBANKA_082460	8	945224	946353	-	1130	96	97	160	171	21	20	72	62	35	46	151	138
PBANKA_082470	8	947203	949131	-	1929	205	159	509	504	300	322	335	335	563	563	470	504
PBANKA_082480	8	951412	952875	-	1464	139	127	500	470	579	596	602	627	736	736	378	391
PBANKA_082490	8	955758	959186	+	3429	2010	1948	2166	2260	2162	2184	1822	1901	2267	2361	2220	2309
PBANKA_082500	8	960313	962103	-	1791	74	87	727	792	354	376	197	173	367	363	1515	1614
PBANKA_082510	8	963252	965897	+	2646	118	135	303	331	106	112	114	113	197	207	383	365
PBANKA_082520	8	966456	967574	-	1119	317	311	375	410	215	227	279	267	466	457	464	448
PBANKA_082530	8	969746	971800	+	2055	3244	3447	1633	1816	3176	3283	1357	1388	2870	2853	2501	2559
PBANKA_082540	8	972860	976700	-	3841	764	833	1276	1370	1169	1210	1382	1335	1768	1873	456	457
PBANKA_082550	8	978382	983703	+	5322	30036	30633	2824	3070	1658	1727	5535	5638	2029	2161	4915	4952
PBANKA_082560	8	984834	986564	+	1731	926	957	1276	1213	597	620	684	682	745	718	1353	1412
PBANKA_082570	8	987253	987985	+	733	406	392	182	150	88	85	209	252	186	205	226	204
PBANKA_082580	8	988707	990308	+	1602	493	536	185	146	80	90	151	156	124	105	177	178
PBANKA_082590	8	990940	991998	-	1059	22	21	224	285	310	279	315	397	949	999	688	717
PBANKA_082600	8	994331	995628	+	1298	905	865	1361	1389	1297	1319	839	869	1752	1969	1453	1429
PBANKA_082610	8	995801	997468	-	1668	807	788	895	892	215	198	238	262	342	417	795	790
PBANKA_082620	8	998167	999705	-	1539	506	524	348	365	135	150	189	180	246	255	387	417
PBANKA_082630	8	1001856	1002764	+	909	145	158	179	196	52	46	72	62	130	112	157	178
PBANKA_082640	8	1003678	1004483	+	806	219	215	376	396	134	144	230	223	356	313	296	290
PBANKA_082650	8	1005407	1006750	-	1344	195	221	830	827	449	438	254	236	927	977	670	705
PBANKA_082660	8	1009579	1013688	+	4110	1280	1254	489	486	354	340	413	445	429	467	468	426
PBANKA_082670	8	1015531	1016537	+	1007	731	737	2401	2440	1879	1866	2251	2365	1859	1906	2123	2169
PBANKA_082680	8	1017887	1022245	+	4359	612	634	915	1029	972	969	945	970	963	1069	1263	1223
PBANKA_082690	8	1023312	1032107	-	8796	16660	17059	8497	8967	6922	7224	8583	8724	7128	7212	8323	8468
PBANKA_082700	8	1036048	1036203	+	156	243	241	398	387	567	544	886	923	951	963	326	354
PBANKA_082710	8	1037609	1042819	+	5211	2260	2366	1317	1294	1043	1091	1594	1677	1801	1832	1297	1355
PBANKA_082720	8	1043354	1044998	-	1645	675	684	1113	1137	386	396	574	582	876	863	544	580
PBANKA_082730	8	1046996	1051366	-	4371	828	807	457	502	190	167	352	369	334	358	720	763
PBANKA_082740	8	1054376	1058623	+	4248	3727	3853	426	459	89	103	817	823	246	235	417	427
PBANKA_082750	8	1059231	1061861	+	2631	307	305	1178	1186	1113	1047	998	988	1255	1370	1404	1442
PBANKA_082760	8	1061961	1065272	-	3312	2522	2630	1266	1307	550	536	781	803	634	617	1813	1859
PBANKA_082770	8	1066296	1067161	-	866	150	133	398	388	133	154	202	194	245	209	412	458
PBANKA_082780	8	1067922	1068558	+	637	237	233	290	299	129	116	154	173	164	154	220	245
PBANKA_082790	8	1069244	1069822	-	579	30	34	171	126	32	35	63	60	89	83	144	137
PBANKA_082800	8	1076771	1081052	+	4282	3136	3143	1035	1079	475	497	814	868	856	858	1362	1393
PBANKA_082810	8	1082417	1084444	+	2028	757	758	999	872	576	584	1208	1243	699	750	639	658
PBANKA_082820	8	1084639	1087713	-	3075	845	890	674	673	165	189	747	693	291	318	784	822
PBANKA_082830	8	1088117	1089391	-	1275	62	62	60	62	62	51	65	46	85	80	42	42
PBANKA_082840	8	1091609	1093354	+	1746	1022	1074	1894	1945	1653	1637	2051	2091	2044	2076	1133	1202
PBANKA_082850	8	1094237	1095163	-	927	53	62	250	284	87	104	154	170	157	184	194	225
PBANKA_082860	8	1096625	1097637	+	1013	160	211	428	401	209	183	233	279	329	379	326	340
PBANKA_082870	8	1098092	1099153	-	1062	145	160	375	446	304	291	281	347	521	563	383	458
PBANKA_082880	8	1100605	1101503	+	899	187	209	242	244	271	283	284	255	477	470	173	198
PBANKA_082890	8	1101920	1103044	-	1125	780	838	460	501	28	40	466	448	63	78	1104	1193
PBANKA_082900	8	1104954	1107294	-	2341	371	369	715	756	360	400	481	512	614	639	843	879
PBANKA_082910	8	1108016	1109236	+	1221	639	706	1130	1203	695	668	654	696	1013	1083	1435	1509
PBANKA_082920	8	1110177	1110848	+	672	193	198	406	379	434	461	492	482	659	679	344	292
PBANKA_082930	8	1111035	1111776	-	742	629	630	349	379	457	391	466	447	419	490	369	386
PBANKA_082940	8	1112580	1112906	-	327	30	27	91	99	26	25	66	51	36	43	88	78
PBANKA_082950	8	1114419	1118087	-	3669	256	279	911	910	247	260	329	312	405	407	863	966
PBANKA_082960	8	1119420	1121222	+	1803	57	59	110	140	28	32	49	54	61	55	164	142
PBANKA_082970	8	1122095	1122700	+	606	305	340	135	152	122	117	174	177	144	165	139	130
PBANKA_082980	8	1123395	1124824	+	1430	640	689	653	665	267	312	364	344	373	370	725	740
PBANKA_082990	8	1126043	1127412	+	1370	127	142	191	218	38	63	80	72	98	103	167	188
PBANKA_083000	8	1128953	1130371	+	1419	121	122	501	569	159	165	234	220	311	304	484	523
PBANKA_083010	8	1131724	1133553	+	1830	728	756	985	1007	306	311	455	512	393	385	1294	1329
PBANKA_083020	8	1134874	1139786	+	4913	9255	9609	14564	15367	3763	3871	7296	7342	6670	6923	7959	8189
PBANKA_083030	8	1140064	1141057	-	994	831	970	1933	2178	605	647	963	1103	1089	1077	1194	1159
PBANKA_083040	8	1142166	1143105	-	940	523	538	540	557	170	194	1021	1006	610	536	882	901
PBANKA_083045	8	1144700	1145734	-	1035	58	69	325	382	95	100	153	152	230	248	266	261
PBANKA_083050	8	1146343	1146639	-	297	22	27	115	88	17	18	28	31	46	38	92	71
PBANKA_083060	8	1147629	1149631	+	2003	75	82	174	221	81	78	92	78	141	132	166	164
PBANKA_083070	8	1150222	1151796	+	1575	128	146	169	170	49	47	182	174	79	80	469	466
PBANKA_083080	8	1151865	1155098	-	3234	611	671	1408	1554	314	296	374	336	457	470	1842	1836
PBANKA_083090	8	1155683	1158445	-	2763	334	346	242	223	164	167	314	346	285	286	236	259
PBANKA_083100	8	1161322	1166697	+	5376	62684	64229	53157	54734	75324	76857	102765	105388	64374	66079	15838	16561
PBANKA_083110	8	1167888	1170950	+	3063	1180	1225	1574	1742	928	959	885	960	1133	1088	2368	2393
PBANKA_083120	8	1171337	1175237	-	3901	5157	5238	2631	2719	3837	3849	3578	3862	2160	2260	2057	2097
PBANKA_083130	8	1176747	1179157	-	2411	753	769	925	959	847	850	537	568	698	679	1204	1298
PBANKA_083140	8	1179776	1181325	+	1550	91	83	196	190	36	38	55	68	96	87	246	247
PBANKA_083150	8	1182791	1195621	+	12831	3609	3816	3621	3724	1293	1333	1198	1229	1708	1732	4657	4780
PBANKA_083160	8	1199988	1201250	-	1263	681	624	168	159	21	19	240	210	55	59	195	228
PBANKA_083170	8	1202803	1203492	-	690	25	20	92	85	37	38	42	46	75	90	107	97
PBANKA_083180	8	1204473	1206863	-	2391	205	237	357	353	197	202	261	251	269	285	364	379
PBANKA_083190	8	1208508	1210148	+	1641	327	327	2419	2361	2934	2953	3532	3538	2526	2581	2867	2836
PBANKA_083200	8	1210682	1211368	+	687	25	25	114	146	21	22	60	84	55	69	80	98
PBANKA_083210	8	1212558	1213850	+	1293	193	146	164	158	233	240	254	273	679	748	79	65
PBANKA_083220	8	1215474	1216895	+	1422	62	88	798	841	313	346	251	267	477	517	929	998
PBANKA_083230	8	1217201	1218180	-	980	52	50	158	204	96	96	190	189	209	216	90	136
PBANKA_083240	8	1220183	1221060	+	878	526	513	285	288	214	206	179	194	262	271	350	360
PBANKA_083250	8	1221670	1223877	+	2208	1907	1898	1143	1203	566	566	657	699	733	736	1284	1321
PBANKA_083260	8	1224348	1225175	-	828	107	119	683	669	140	144	273	282	302	302	651	683
PBANKA_083270	8	1226541	1227762	-	1222	359	387	194	198	38	55	233	239	139	128	359	366
PBANKA_083280	8	1229564	1230575	+	1012	1067	1079	1403	1570	3095	3218	2914	2915	3064	2981	801	840
PBANKA_083290	8	1230728	1234135	-	3408	2938	3077	5558	5741	6079	6052	5825	6090	5875	5938	2959	3064
PBANKA_083300	8	1236658	1237867	+	1210	877	838	2038	1977	1976	2026	2276	2270	3318	3469	1256	1205
PBANKA_083310	8	1238711	1240192	-	1482	123	123	473	468	151	158	162	174	413	391	503	559
PBANKA_083320	8	1241468	1242824	-	1357	1282	1341	854	848	619	770	563	576	1036	1006	693	739
PBANKA_083330	8	1242833	1245272	-	2440	1101	1151	1172	1205	987	1060	1063	1153	1661	1580	495	471
PBANKA_083340	8	1246042	1246798	-	757	475	448	646	636	373	390	333	322	500	556	404	472
PBANKA_083350	8	1247701	1250565	-	2865	1393	1343	1082	1144	1030	1031	773	796	1459	1478	787	820
PBANKA_083360	8	1250998	1255243	-	4246	1861	1828	1877	1920	894	909	1214	1229	1554	1615	1295	1391
PBANKA_083370	8	1256980	1257630	-	651	95	86	95	114	26	36	56	68	39	55	104	124
PBANKA_083380	8	1259035	1261212	+	2178	255	274	512	466	860	881	667	677	954	989	682	726
PBANKA_083390	8	1262045	1264773	+	2729	641	662	333	348	102	102	253	231	184	188	335	393
PBANKA_083400	8	1264968	1266604	-	1637	513	544	370	353	214	234	184	196	322	287	415	416
PBANKA_083410	8	1267238	1269913	+	2676	1882	1948	876	908	428	446	449	483	580	555	804	845
PBANKA_083420	8	1270568	1271380	+	813	268	271	278	287	397	364	64	67	562	563	496	522
PBANKA_083430	8	1271788	1275516	-	3729	1776	1863	1690	1686	650	695	760	788	925	942	1803	1890
PBANKA_083440	8	1276747	1278186	-	1440	243	260	740	776	267	288	397	399	511	580	610	652
PBANKA_083450	8	1279882	1280692	-	811	96	69	125	137	34	27	44	72	54	64	100	120
PBANKA_083460	8	1281435	1283555	+	2121	568	571	413	394	138	185	290	287	249	256	510	566
PBANKA_083470	8	1283624	1284761	-	1138	139	147	255	273	106	130	156	148	198	223	250	248
PBANKA_083480	8	1285541	1287202	-	1662	133	168	296	301	184	191	221	233	412	447	348	345
PBANKA_083490	8	1288247	1291195	+	2949	1245	1275	1257	1340	751	778	795	754	1332	1384	1454	1479
PBANKA_083500	8	1291462	1291908	-	447	60	64	164	171	56	59	42	32	74	99	197	179
PBANKA_083510	8	1292895	1293311	+	417	48	57	160	181	52	43	97	79	130	121	126	127
PBANKA_083520	8	1294218	1294853	+	636	285	292	387	434	107	141	138	157	217	210	364	403
PBANKA_083530	8	1295211	1296137	-	927	489	498	689	692	383	389	521	554	603	649	593	604
PBANKA_083540	8	1297904	1298788	+	885	157	166	996	1070	2079	2147	2360	2358	2941	3050	797	841
PBANKA_083550	8	1299810	1301382	+	1573	919	977	2018	2062	1416	1432	1685	1820	1680	1778	1840	1906
PBANKA_083560	8	1303615	1305434	+	1820	263	290	506	550	513	531	626	650	754	828	162	192
PBANKA_083570	8	1306142	1307707	-	1566	192	195	495	538	361	387	449	449	578	538	345	328
PBANKA_083580	8	1308419	1308997	-	579	124	107	370	384	155	193	189	222	322	295	271	294
PBANKA_083590	8	1309115	1309333	-	219	50	48	119	110	58	50	53	84	89	85	62	68
PBANKA_083600	8	1310670	1314164	-	3495	199	244	1675	1610	1729	1707	1333	1376	2194	2206	1785	1831
PBANKA_083610	8	1315137	1315870	+	734	62	48	189	195	73	94	128	98	214	191	132	127
PBANKA_083620	8	1316789	1319103	+	2315	290	305	1159	1291	3106	3255	2332	2273	2280	2415	816	858
PBANKA_083630	8	1320157	1325058	-	4902	2748	2934	2962	3007	907	861	1528	1616	1816	1865	2134	2284
PBANKA_083640	8	1327960	1328545	+	586	103	104	371	409	25	19	56	46	43	32	302	285
PBANKA_083650	8	1329883	1330551	+	669	23	16	92	72	34	40	62	73	107	122	43	45
PBANKA_083660	8	1334706	1335367	+	662	129	147	328	316	667	618	699	666	724	760	308	275
PBANKA_083670	8	1336776	1338691	-	1916	68	64	224	255	74	87	86	100	188	161	134	172
PBANKA_083680	8	1339963	1341696	-	1734	96	109	824	922	454	489	42	40	581	566	961	958
PBANKA_083690	8	1349405	1350666	+	1262	10	17	36	31	2	5	26	19	4	11	32	34
PBANKA_083700	8	1354511	1355637	-	1127	10	15	19	20	0	3	22	8	5	3	19	20
PBANKA_083710	8	1358834	1359508	-	675	15	19	1	0	2	0	1	1	1	0	1	0
PBANKA_090005	9	76	745	-	670	15	28	1	4	5	3	10	6	3	4	0	2
PBANKA_090010	9	2127	2903	+	777	39	48	8	9	2	8	9	17	4	4	6	18
PBANKA_090020	9	6902	9594	-	2693	698	719	200	182	497	502	759	795	869	877	149	146
PBANKA_090030	9	12558	14612	-	2055	1002	982	307	392	716	737	1178	1269	1690	1648	403	418
PBANKA_090040	9	17246	18518	-	1273	6	4	42	59	111	119	30	43	51	55	56	62
PBANKA_090050	9	21304	22395	-	1092	13	8	31	30	579	532	45	59	23	17	26	41
PBANKA_090060	9	24999	26149	-	1151	14	12	52	47	44	33	34	26	41	38	51	56
PBANKA_090070	9	29231	31734	-	2504	274	290	235	275	176	172	203	161	255	247	112	157
PBANKA_090080	9	34405	42862	+	8458	21388	22469	15769	16005	52428	54134	31570	32331	20563	21293	21457	21977
PBANKA_090090	9	45554	47440	+	1887	1514	1558	871	924	4590	4566	3630	3796	2268	2363	1968	1987
PBANKA_090100	9	48717	50336	+	1620	127	167	323	309	141	168	247	252	279	307	265	257
PBANKA_090110	9	53413	57360	+	3948	3261	3322	1737	1875	710	692	827	847	1098	1185	1360	1454
PBANKA_090120	9	58743	59396	+	654	48	55	216	224	84	73	104	100	159	120	139	163
PBANKA_090130.2	9	60276	66217	-	5942	0	1	5	4	12	10	2	4	17	22	7	6
PBANKA_090130.1	9	60481	66217	-	5737	0	0	0	0	0	0	0	0	0	0	0	0
PBANKA_090140	9	67417	68142	-	726	606	671	534	537	106	131	194	218	198	224	484	514
PBANKA_090150	9	69613	71900	+	2288	311	319	276	282	83	86	106	114	167	175	279	297
PBANKA_090160	9	72595	75639	+	3045	31	49	153	160	77	80	61	63	135	155	196	184
PBANKA_090170	9	76439	76919	+	481	74	80	208	230	114	118	147	175	296	291	151	164
PBANKA_090180	9	77557	80703	-	3147	3647	3750	2322	2394	2242	2291	1584	1500	1578	1568	3079	3155
PBANKA_090190	9	82740	91280	-	8541	57762	59380	7515	8121	7992	8063	12460	12604	4870	4876	13831	14099
PBANKA_090200	9	93815	94757	+	943	38	37	59	49	51	49	97	73	69	68	41	52
PBANKA_090210	9	98580	108512	+	9933	290	271	268	268	389	407	103	88	839	894	321	317
PBANKA_090220	9	109174	110617	-	1444	189	179	222	232	87	76	104	102	161	148	198	192
PBANKA_090230	9	112889	117189	+	4301	743	777	169	171	52	60	231	237	190	182	221	256
PBANKA_090240	9	118191	121847	+	3657	978	1032	354	312	97	104	378	351	315	306	418	375
PBANKA_090250	9	122703	125950	+	3248	786	782	430	455	78	100	375	384	150	146	608	668
PBANKA_090260	9	126525	129768	-	3244	2333	2386	1603	1542	1155	1272	1250	1329	1300	1329	1940	2050
PBANKA_090270	9	131647	132561	-	915	67	68	68	61	14	20	36	47	40	36	52	41
PBANKA_090280	9	134546	135611	+	1066	78	79	112	133	203	186	103	113	364	356	107	101
